name,length,year,price,cabins,guests,crew,watertoys,location,model,builder
GENNY,23.87,2021,"€58,000 – €70,000",5,10,6,"Jacuzzi; Jet-ski; Seabob; SUP","Greece","Sunreef 80","Sunreef Yachts"
